date,admin1,admin2,market,commodity,unit,price_ghc,price_usd,cpi_category,year_month
2020-02-15,UPPER EAST,GARU TEMPANE,Garu,Rice,KG,8.29,1.57,Food & Beverages,2020-02
2020-02-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,5.64,1.06,Food & Beverages,2020-02
2020-02-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,5.35,1.01,Food & Beverages,2020-02
2020-02-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Chicken,KG,12.3,2.32,Food & Beverages,2020-02
2020-02-15,UPPER EAST,GARU TEMPANE,Garu,Onions,KG,11.24,2.12,Food & Beverages,2020-02
2020-02-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Chicken,KG,11.0,2.08,Food & Beverages,2020-02
2020-02-15,UPPER WEST,WA MUNICIPAL,Wa,Onions,KG,30.83,5.82,Food & Beverages,2020-02
2020-02-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Chicken,KG,12.0,2.27,Food & Beverages,2020-02
2020-02-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Chicken,KG,16.0,3.02,Food & Beverages,2020-02
2020-02-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Chicken,KG,28.0,5.29,Food & Beverages,2020-02
2020-02-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Chicken,KG,5.82,1.1,Food & Beverages,2020-02
2020-02-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Chicken,KG,14.0,2.64,Food & Beverages,2020-02
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Onions,KG,6.71,1.21,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Onions,KG,2.38,0.43,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,3.24,0.59,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Onions,KG,3.69,0.67,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,3.34,0.6,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Onions,KG,2.69,0.49,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,2.56,0.46,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,1.43,0.26,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Maize,KG,2.58,0.47,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Maize,KG,2.04,0.37,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Tomatoes,KG,3.63,0.66,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,3.54,0.64,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Tomatoes,KG,4.33,0.78,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Tomatoes,KG,1.47,0.27,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,3.02,0.55,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Tomatoes,KG,3.33,0.6,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,2.03,0.37,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,1.43,0.26,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,3.04,0.55,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Tomatoes,KG,2.99,0.54,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Maize,KG,1.25,0.23,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Eggs,KG,2.09,0.38,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Maize,KG,1.39,0.25,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Eggs,KG,1.6,0.29,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Eggs,KG,1.49,0.27,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Eggs,KG,1.83,0.33,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Eggs,KG,5.0,0.91,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Eggs,KG,2.78,0.5,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Eggs,KG,2.68,0.49,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Eggs,KG,3.75,0.68,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Onions,KG,2.38,0.43,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Eggs,KG,3.86,0.7,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Sorghum,KG,1.65,0.3,Food & Beverages,2020-03
2020-03-15,NORTHERN,YENDI MUNICIPAL,Yendi,Sorghum,KG,1.51,0.27,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Sorghum,KG,3.45,0.62,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Sorghum,KG,1.78,0.32,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Sorghum,KG,3.4,0.62,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Sorghum,KG,2.68,0.49,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Eggs,KG,3.25,0.59,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Eggs,KG,3.14,0.57,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Millet,KG,4.44,0.8,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Millet,KG,2.18,0.39,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Millet,KG,1.95,0.35,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,3.75,0.68,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,2.24,0.41,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,3.04,0.55,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Millet,KG,2.23,0.4,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Millet,KG,3.69,0.67,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Millet,KG,3.03,0.55,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Maize,KG,2.47,0.45,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Maize,KG,2.7,0.49,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Maize,KG,2.52,0.46,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Maize,KG,2.46,0.45,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,2.03,0.37,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Tomatoes,KG,2.75,0.5,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Maize,KG,1.4,0.25,Food & Beverages,2020-03
2020-03-15,NORTHERN,YENDI MUNICIPAL,Yendi,Rice,KG,2.83,0.51,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Rice,KG,2.29,0.41,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Rice,KG,6.25,1.13,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Rice,KG,5.0,0.91,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,7.5,1.36,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Rice,KG,2.9,0.53,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Rice,KG,3.57,0.65,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Rice,KG,6.67,1.21,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,4.87,0.88,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Maize,KG,1.16,0.21,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Rice,KG,3.6,0.65,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Fish (fresh),KG,6.88,1.25,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Fish (fresh),KG,2.29,0.41,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Fish (fresh),KG,9.44,1.71,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Rice,KG,2.72,0.49,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,4.2,0.76,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,5.38,0.97,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Chicken,KG,7.69,1.39,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Cassava,KG,2.73,0.49,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Cassava,KG,2.34,0.42,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Cassava,KG,2.94,0.53,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Cassava,KG,3.68,0.67,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Cassava,KG,2.97,0.54,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Cassava,KG,3.0,0.54,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Cassava,KG,1.94,0.35,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Cassava,KG,4.22,0.76,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Cassava,KG,1.4,0.25,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Cassava,KG,3.01,0.54,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Cassava,KG,2.7,0.49,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Cassava,KG,4.49,0.81,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Chicken,KG,1.36,0.25,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Chicken,KG,3.35,0.61,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Chicken,KG,12.78,2.31,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Fish (fresh),KG,8.43,1.53,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Cassava,KG,4.29,0.78,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Beans/Cowpea,KG,1.76,0.32,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Beans/Cowpea,KG,0.91,0.16,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Yam,KG,7.77,1.41,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Yam,KG,9.29,1.68,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Yam,KG,4.17,0.75,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Yam,KG,6.89,1.25,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Plantain,KG,1.28,0.23,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Plantain,KG,1.02,0.18,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Yam,KG,8.17,1.48,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Plantain,KG,1.48,0.27,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Plantain,KG,2.49,0.45,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Plantain,KG,0.69,0.12,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Plantain,KG,3.06,0.55,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Plantain,KG,1.17,0.21,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Plantain,KG,2.26,0.41,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Plantain,KG,2.62,0.47,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Plantain,KG,2.12,0.38,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,5.07,0.92,Food & Beverages,2020-03
2020-03-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Yam,KG,7.5,1.36,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,7.5,1.36,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,0.94,0.17,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,0.6,0.11,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Beans/Cowpea,KG,1.51,0.27,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Beans/Cowpea,KG,1.64,0.3,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Beans/Cowpea,KG,4.29,0.78,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Beans/Cowpea,KG,1.9,0.34,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Beans/Cowpea,KG,1.89,0.34,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Beans/Cowpea,KG,1.16,0.21,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Beans/Cowpea,KG,6.93,1.25,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Yam,KG,6.35,1.15,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Yam,KG,9.0,1.63,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,7.17,1.3,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Yam,KG,5.54,1.0,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Yam,KG,8.89,1.61,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Yam,KG,7.52,1.36,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Beans/Cowpea,KG,4.43,0.8,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Cassava,KG,2.48,0.45,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Rice,KG,4.72,0.85,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Pepper,KG,1.96,0.35,Food & Beverages,2020-03
2020-03-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Pepper,KG,2.33,0.42,Food & Beverages,2020-03
2020-03-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Pepper,KG,3.67,0.66,Food & Beverages,2020-03
2020-03-15,UPPER WEST,WA MUNICIPAL,Wa,Pepper,KG,3.83,0.69,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Pepper,KG,3.17,0.57,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Pepper,KG,2.67,0.48,Food & Beverages,2020-03
2020-03-15,CENTRAL,CAPE COAST METRO,Cape Coast,Pepper,KG,4.0,0.72,Food & Beverages,2020-03
2020-03-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Pepper,KG,4.27,0.77,Food & Beverages,2020-03
2020-03-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Maize,KG,2.42,0.44,Food & Beverages,2020-03
2020-03-15,VOLTA,HO MUNICIPAL,Ho,Maize,KG,1.6,0.29,Food & Beverages,2020-03
2020-03-15,ASHANTI,KMA,Kumasi,Pepper,KG,1.67,0.3,Food & Beverages,2020-03
2020-03-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Pepper,KG,1.14,0.21,Food & Beverages,2020-03
2020-03-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Pepper,KG,5.61,1.02,Food & Beverages,2020-03
2020-04-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Beans/Cowpea,KG,4.85,0.85,Food & Beverages,2020-04
2020-04-15,NORTHERN,YENDI MUNICIPAL,Yendi,Beans/Cowpea,KG,3.02,0.53,Food & Beverages,2020-04
2020-04-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Sorghum,KG,2.92,0.51,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Pepper,KG,31.71,5.56,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Sorghum,KG,2.63,0.46,Food & Beverages,2020-04
2020-04-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Sorghum,KG,2.7,0.47,Food & Beverages,2020-04
2020-04-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Sorghum,KG,2.84,0.5,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Maize,KG,1.27,0.22,Food & Beverages,2020-04
2020-04-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Beans/Cowpea,KG,5.16,0.9,Food & Beverages,2020-04
2020-04-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Beans/Cowpea,KG,9.17,1.61,Food & Beverages,2020-04
2020-04-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Beans/Cowpea,KG,5.32,0.93,Food & Beverages,2020-04
2020-04-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Beans/Cowpea,KG,5.0,0.88,Food & Beverages,2020-04
2020-04-15,VOLTA,HO MUNICIPAL,Ho,Maize,KG,1.8,0.32,Food & Beverages,2020-04
2020-04-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Maize,KG,2.1,0.37,Food & Beverages,2020-04
2020-04-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Maize,KG,2.53,0.44,Food & Beverages,2020-04
2020-04-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Fish (fresh),KG,18.88,3.31,Food & Beverages,2020-04
2020-04-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Fish (fresh),KG,12.38,2.17,Food & Beverages,2020-04
2020-04-15,VOLTA,HO MUNICIPAL,Ho,Fish (fresh),KG,13.0,2.28,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Fish (fresh),KG,12.67,2.22,Food & Beverages,2020-04
2020-04-15,UPPER EAST,GARU TEMPANE,Garu,Fish (fresh),KG,4.2,0.74,Food & Beverages,2020-04
2020-04-15,NORTHERN,YENDI MUNICIPAL,Yendi,Fish (fresh),KG,12.0,2.11,Food & Beverages,2020-04
2020-04-15,CENTRAL,MFANTSIMAN,Mankessim,Beans/Cowpea,KG,5.73,1.01,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Fish (fresh),KG,11.61,2.04,Food & Beverages,2020-04
2020-04-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Fish (fresh),KG,12.16,2.13,Food & Beverages,2020-04
2020-04-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Onions,KG,2.79,0.49,Food & Beverages,2020-04
2020-04-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Beans/Cowpea,KG,2.82,0.49,Food & Beverages,2020-04
2020-04-15,CENTRAL,CAPE COAST METRO,Cape Coast,Beans/Cowpea,KG,7.08,1.24,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Beans/Cowpea,KG,3.62,0.64,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,5.85,1.03,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,5.79,1.02,Food & Beverages,2020-04
2020-04-15,ASHANTI,KMA,Kumasi,Beans/Cowpea,KG,6.95,1.22,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Fish (fresh),KG,18.23,3.2,Food & Beverages,2020-04
2020-04-15,UPPER EAST,GARU TEMPANE,Garu,Sorghum,KG,1.73,0.3,Food & Beverages,2020-04
2020-04-15,NORTHERN,YENDI MUNICIPAL,Yendi,Sorghum,KG,1.5,0.26,Food & Beverages,2020-04
2020-04-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,4.26,0.75,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Rice,KG,8.7,1.53,Food & Beverages,2020-04
2020-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Rice,KG,2.73,0.48,Food & Beverages,2020-04
2020-04-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Rice,KG,7.49,1.31,Food & Beverages,2020-04
2020-04-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Rice,KG,15.56,2.73,Food & Beverages,2020-04
2020-04-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,7.5,1.32,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Rice,KG,7.75,1.36,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Rice,KG,9.17,1.61,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Rice,KG,5.35,0.94,Food & Beverages,2020-04
2020-04-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,7.17,1.26,Food & Beverages,2020-04
2020-04-15,ASHANTI,KMA,Kumasi,Rice,KG,9.05,1.59,Food & Beverages,2020-04
2020-04-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Rice,KG,6.4,1.12,Food & Beverages,2020-04
2020-04-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Onions,KG,3.73,0.65,Food & Beverages,2020-04
2020-04-15,ASHANTI,KMA,Kumasi,Onions,KG,6.75,1.18,Food & Beverages,2020-04
2020-04-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Sorghum,KG,3.45,0.61,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,3.09,0.54,Food & Beverages,2020-04
2020-04-15,CENTRAL,CAPE COAST METRO,Cape Coast,Onions,KG,6.14,1.08,Food & Beverages,2020-04
2020-04-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Onions,KG,4.33,0.76,Food & Beverages,2020-04
2020-04-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,4.04,0.71,Food & Beverages,2020-04
2020-04-15,NORTHERN,YENDI MUNICIPAL,Yendi,Onions,KG,6.38,1.12,Food & Beverages,2020-04
2020-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Onions,KG,5.29,0.93,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Onions,KG,6.96,1.22,Food & Beverages,2020-04
2020-04-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,4.62,0.81,Food & Beverages,2020-04
2020-04-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Maize,KG,1.09,0.19,Food & Beverages,2020-04
2020-04-15,NORTHERN,YENDI MUNICIPAL,Yendi,Maize,KG,1.03,0.18,Food & Beverages,2020-04
2020-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Maize,KG,1.19,0.21,Food & Beverages,2020-04
2020-04-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Sorghum,KG,3.6,0.63,Food & Beverages,2020-04
2020-04-15,VOLTA,HO MUNICIPAL,Ho,Sorghum,KG,2.88,0.51,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Sorghum,KG,1.7,0.3,Food & Beverages,2020-04
2020-04-15,UPPER EAST,GARU TEMPANE,Garu,Beans/Cowpea,KG,5.0,0.88,Food & Beverages,2020-04
2020-04-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,3.24,0.57,Food & Beverages,2020-04
2020-04-15,UPPER WEST,WA MUNICIPAL,Wa,Beans/Cowpea,KG,3.85,0.68,Food & Beverages,2020-04
2020-04-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Pepper,KG,8.1,1.42,Food & Beverages,2020-04
2020-04-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Beans/Cowpea,KG,7.97,1.4,Food & Beverages,2020-04
