date,admin1,admin2,market,commodity,unit,price_ghc,price_usd,cpi_category,year_month
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Fish (fresh),KG,12.53,2.31,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,5.36,0.99,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Maize,KG,1.96,0.36,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,3.36,0.62,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Rice,KG,2.74,0.51,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Rice,KG,2.8,0.52,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Rice,KG,5.0,0.92,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Rice,KG,4.15,0.77,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,5.0,0.92,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,4.81,0.89,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Maize,KG,1.42,0.26,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,5.15,0.95,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Maize,KG,2.41,0.45,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Cassava,KG,2.76,0.51,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Cassava,KG,1.43,0.26,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Cassava,KG,1.4,0.26,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Cassava,KG,3.58,0.66,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Cassava,KG,2.15,0.4,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Cassava,KG,2.79,0.51,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Cassava,KG,2.23,0.41,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Cassava,KG,1.6,0.3,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Cassava,KG,1.49,0.28,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Cassava,KG,1.95,0.36,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Cassava,KG,3.62,0.67,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Cassava,KG,2.44,0.45,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Onions,KG,17.7,3.27,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Onions,KG,1.37,0.25,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,5.16,0.95,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Onions,KG,7.4,1.37,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,3.24,0.6,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Onions,KG,13.64,2.52,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Onions,KG,7.11,1.31,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Onions,KG,2.94,0.54,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,2.3,0.43,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,1.03,0.19,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,2.69,0.5,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Onions,KG,4.21,0.78,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Onions,KG,4.13,0.76,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Cassava,KG,2.3,0.42,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Maize,KG,1.38,0.25,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Beans/Cowpea,KG,2.77,0.51,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Beans/Cowpea,KG,2.51,0.46,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Maize,KG,1.01,0.19,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Yam,KG,6.35,1.17,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Yam,KG,6.78,1.25,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Pepper,KG,5.47,1.01,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Yam,KG,5.56,1.03,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Yam,KG,6.25,1.15,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,7.5,1.38,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Yam,KG,5.61,1.04,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Yam,KG,10.0,1.85,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,6.0,1.11,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Yam,KG,11.3,2.09,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Yam,KG,8.03,1.48,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Yam,KG,4.38,0.81,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Yam,KG,5.52,1.02,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Yam,KG,4.07,0.75,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Yam,KG,6.49,1.2,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Beans/Cowpea,KG,1.14,0.21,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Beans/Cowpea,KG,0.95,0.17,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,24.6,4.54,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,0.85,0.16,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Beans/Cowpea,KG,1.26,0.23,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Beans/Cowpea,KG,0.43,0.079,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Beans/Cowpea,KG,1.8,0.33,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Beans/Cowpea,KG,2.41,0.44,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Beans/Cowpea,KG,0.65,0.12,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Beans/Cowpea,KG,2.04,0.38,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Pepper,KG,2.14,0.39,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Fish (fresh),KG,3.64,0.67,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Onions,KG,2.16,0.4,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Millet,KG,3.05,0.56,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Millet,KG,2.15,0.4,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Millet,KG,1.4,0.26,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Millet,KG,1.5,0.28,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Millet,KG,5.95,1.1,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Millet,KG,4.42,0.82,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,3.75,0.69,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,1.87,0.35,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Millet,KG,3.53,0.65,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,2.92,0.54,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Chicken,KG,5.88,1.09,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Chicken,KG,2.38,0.44,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Chicken,KG,2.26,0.42,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Chicken,KG,15.56,2.87,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Chicken,KG,3.17,0.59,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Chicken,KG,7.0,1.29,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Chicken,KG,2.58,0.48,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Chicken,KG,7.68,1.42,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Millet,KG,3.69,0.68,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Chicken,KG,1.18,0.22,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Millet,KG,3.67,0.68,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Pepper,KG,3.2,0.59,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Eggs,KG,2.48,0.46,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Eggs,KG,4.64,0.86,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Eggs,KG,6.32,1.17,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Eggs,KG,3.75,0.69,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Eggs,KG,11.15,2.06,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Eggs,KG,3.85,0.71,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Eggs,KG,3.27,0.6,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Eggs,KG,4.7,0.87,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Pepper,KG,3.36,0.62,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Eggs,KG,1.86,0.34,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Eggs,KG,4.11,0.76,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Pepper,KG,2.0,0.37,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Pepper,KG,4.44,0.82,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Pepper,KG,5.6,1.03,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Pepper,KG,3.67,0.68,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Pepper,KG,4.11,0.76,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Pepper,KG,5.65,1.04,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Pepper,KG,3.62,0.67,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Eggs,KG,1.42,0.26,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Millet,KG,2.93,0.54,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Millet,KG,2.69,0.5,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Plantain,KG,0.96,0.18,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Tomatoes,KG,1.18,0.22,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Plantain,KG,1.14,0.21,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Plantain,KG,2.99,0.55,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Plantain,KG,1.5,0.28,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Plantain,KG,2.17,0.4,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Plantain,KG,0.96,0.18,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,3.54,0.65,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Plantain,KG,3.24,0.6,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Tomatoes,KG,4.35,0.8,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Tomatoes,KG,2.89,0.53,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Plantain,KG,0.93,0.17,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Tomatoes,KG,1.95,0.36,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Tomatoes,KG,1.83,0.34,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Plantain,KG,3.89,0.72,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Tomatoes,KG,1.75,0.32,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Tomatoes,KG,4.94,0.91,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Plantain,KG,1.07,0.2,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Plantain,KG,1.17,0.22,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Plantain,KG,2.5,0.46,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Tomatoes,KG,5.33,0.98,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Plantain,KG,1.23,0.23,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Tomatoes,KG,4.48,0.83,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,3.75,0.69,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Plantain,KG,2.25,0.42,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Plantain,KG,1.61,0.3,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,1.92,0.35,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Tomatoes,KG,2.93,0.54,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,2.14,0.4,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Tomatoes,KG,5.0,0.92,Food & Beverages,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,Tomatoes,KG,2.49,0.46,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Tomatoes,KG,1.52,0.28,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,1.43,0.26,Food & Beverages,2019-09
2019-10-15,ASHANTI,KMA,Kumasi,Yam,KG,5.47,1.02,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Millet,KG,2.86,0.53,Food & Beverages,2019-10
2019-10-15,UPPER WEST,WA MUNICIPAL,Wa,Yam,KG,8.57,1.59,Food & Beverages,2019-10
2019-10-15,UPPER EAST,GARU TEMPANE,Garu,Yam,KG,1.7,0.32,Food & Beverages,2019-10
2019-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Yam,KG,6.04,1.12,Food & Beverages,2019-10
2019-10-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Yam,KG,7.93,1.47,Food & Beverages,2019-10
2019-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,5.0,0.93,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,6.0,1.12,Food & Beverages,2019-10
2019-10-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Yam,KG,10.0,1.86,Food & Beverages,2019-10
2019-10-15,CENTRAL,MFANTSIMAN,Mankessim,Yam,KG,5.24,0.97,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Yam,KG,6.2,1.15,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Yam,KG,5.1,0.95,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,5.15,0.96,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Yam,KG,11.67,2.17,Food & Beverages,2019-10
2019-10-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Millet,KG,2.69,0.5,Food & Beverages,2019-10
2019-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,3.75,0.7,Food & Beverages,2019-10
2019-10-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Onions,KG,7.14,1.33,Food & Beverages,2019-10
2019-10-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Onions,KG,16.69,3.1,Food & Beverages,2019-10
2019-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Onions,KG,7.4,1.38,Food & Beverages,2019-10
2019-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,3.24,0.6,Food & Beverages,2019-10
2019-10-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Onions,KG,2.94,0.55,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,1.04,0.19,Food & Beverages,2019-10
2019-10-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Yam,KG,6.35,1.18,Food & Beverages,2019-10
2019-10-15,UPPER WEST,WA MUNICIPAL,Wa,Beans/Cowpea,KG,1.34,0.25,Food & Beverages,2019-10
2019-10-15,UPPER EAST,GARU TEMPANE,Garu,Beans/Cowpea,KG,1.89,0.35,Food & Beverages,2019-10
2019-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Beans/Cowpea,KG,3.14,0.58,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Beans/Cowpea,KG,2.44,0.45,Food & Beverages,2019-10
2019-10-15,CENTRAL,MFANTSIMAN,Mankessim,Beans/Cowpea,KG,2.57,0.48,Food & Beverages,2019-10
2019-10-15,CENTRAL,MFANTSIMAN,Mankessim,Millet,KG,4.29,0.8,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,0.85,0.16,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Beans/Cowpea,KG,2.43,0.45,Food & Beverages,2019-10
2019-10-15,ASHANTI,KMA,Kumasi,Beans/Cowpea,KG,2.39,0.44,Food & Beverages,2019-10
2019-10-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Millet,KG,2.78,0.52,Food & Beverages,2019-10
2019-10-15,ASHANTI,KMA,Kumasi,Millet,KG,2.93,0.54,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Millet,KG,3.69,0.69,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,2.92,0.54,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,1.95,0.36,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,0.81,0.15,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,2.09,0.39,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Onions,KG,1.45,0.27,Food & Beverages,2019-10
2019-10-15,ASHANTI,KMA,Kumasi,Onions,KG,1.34,0.25,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,1.54,0.29,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Millet,KG,6.11,1.14,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,2.14,0.4,Food & Beverages,2019-10
2019-10-15,UPPER EAST,GARU TEMPANE,Garu,Millet,KG,4.29,0.8,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Rice,KG,6.67,1.24,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Rice,KG,2.69,0.5,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,4.87,0.91,Food & Beverages,2019-10
2019-10-15,ASHANTI,KMA,Kumasi,Rice,KG,4.72,0.88,Food & Beverages,2019-10
2019-10-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Rice,KG,4.7,0.87,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Maize,KG,2.4,0.45,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Rice,KG,2.88,0.54,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Maize,KG,2.81,0.52,Food & Beverages,2019-10
2019-10-15,UPPER WEST,WA MUNICIPAL,Wa,Tomatoes,KG,2.94,0.55,Food & Beverages,2019-10
2019-10-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Tomatoes,KG,4.62,0.86,Food & Beverages,2019-10
2019-10-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Cassava,KG,6.33,1.18,Food & Beverages,2019-10
2019-10-15,UPPER WEST,WA MUNICIPAL,Wa,Cassava,KG,2.17,0.4,Food & Beverages,2019-10
2019-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Cassava,KG,1.44,0.27,Food & Beverages,2019-10
2019-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Cassava,KG,1.4,0.26,Food & Beverages,2019-10
2019-10-15,UPPER EAST,GARU TEMPANE,Garu,Tomatoes,KG,6.25,1.16,Food & Beverages,2019-10
2019-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,5.0,0.93,Food & Beverages,2019-10
2019-10-15,CENTRAL,MFANTSIMAN,Mankessim,Rice,KG,3.82,0.71,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Rice,KG,5.0,0.93,Food & Beverages,2019-10
2019-10-15,CENTRAL,MFANTSIMAN,Mankessim,Tomatoes,KG,2.49,0.46,Food & Beverages,2019-10
2019-10-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Tomatoes,KG,1.52,0.28,Food & Beverages,2019-10
2019-10-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Tomatoes,KG,4.58,0.85,Food & Beverages,2019-10
2019-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,3.54,0.66,Food & Beverages,2019-10
2019-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Tomatoes,KG,1.75,0.33,Food & Beverages,2019-10
2019-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,1.9,0.35,Food & Beverages,2019-10
2019-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,1.43,0.27,Food & Beverages,2019-10
2019-10-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,3.75,0.7,Food & Beverages,2019-10
2019-10-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Tomatoes,KG,4.5,0.84,Food & Beverages,2019-10
2019-10-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,5.5,1.02,Food & Beverages,2019-10
2019-10-15,UPPER WEST,WA MUNICIPAL,Wa,Rice,KG,3.7,0.69,Food & Beverages,2019-10
2019-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Rice,KG,2.74,0.51,Food & Beverages,2019-10
2019-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Rice,KG,2.83,0.53,Food & Beverages,2019-10
